idx,sentiment,bleu,meteor,rouge1,rouge2,rougeL
0,neg,0.007988739893685173,0.0625,0.03773584905660378,0.0,0.03773584905660378
1,neg,0.00732573993509772,0.056818181818181816,0.05714285714285715,0.0,0.028571428571428574
2,neg,0.0,0.0,0.0,0.0,0.0
3,neg,0.008840994001530048,0.06666666666666667,0.0,0.0,0.0
4,neg,0.004185635735742376,0.0058548009367681494,0.0,0.0,0.0
5,neg,0.06257106818159155,0.02100840336134454,0.0,0.0,0.0
6,neg,0.022416933501922302,0.03225806451612903,0.0,0.0,0.0
7,neg,0.04282963710525157,0.012269938650306747,0.0,0.0,0.0
8,neg,0.006211915815063893,0.06289308176100629,0.0,0.0,0.0
9,neg,0.06389431042462725,0.01150747986191024,0.0,0.0,0.0
10,neg,0.011451997463067555,0.05000000000000001,0.0,0.0,0.0
11,neg,0.007434360163166208,0.07246376811594203,0.0,0.0,0.0
12,neg,0.008842968996434258,0.06116207951070337,0.0,0.0,0.0
13,neg,0.009872120496476587,0.058823529411764705,0.0,0.0,0.0
14,neg,0.022416933501922302,0.02551020408163265,0.0,0.0,0.0
15,neg,0.0102841703964427,0.04444444444444444,0.05714285714285715,0.0,0.05714285714285715
16,neg,0.010802314890908065,0.032679738562091505,0.0,0.0,0.0
17,neg,0.015635220893785457,0.026315789473684213,0.0,0.0,0.0
18,neg,0.007232031895361329,0.14388489208633096,0.06557377049180328,0.0,0.03278688524590164
19,neg,0.02777619034011792,0.04,0.0,0.0,0.0
20,neg,0.012322506848565618,0.056179775280898875,0.0,0.0,0.0
21,neg,0.09885362316286796,0.5575000000000001,0.27777777777777773,0.23529411764705882,0.27777777777777773
22,neg,0.009443815044944967,0.08143322475570033,0.1818181818181818,0.0,0.10909090909090909
23,neg,0.018636406807066564,0.045662100456621,0.0625,0.0,0.0625
24,neg,0.006708839685423083,0.09375,0.038461538461538464,0.0,0.038461538461538464
25,neg,0.018850319022747353,0.020408163265306124,0.0,0.0,0.0
26,neg,0.007750288020499927,0.029498525073746312,0.0,0.0,0.0
27,neg,0.0,0.0,0.0,0.0,0.0
28,neg,0.022416933501922302,0.06024096385542169,0.0,0.0,0.0
